run_idx,run_tag,availability_id,gpu_type,gpu_count,region,provider,hourly_rate_usd,budget_slice_usd,cost_estimate_usd,steady_tpoc_p90_s,cue_fidelity_ratio,pass,exit_code,status,summary_json
1,matrix_24b_1_200308,1fc803,H100 80GB,8,eu_north,datacrunch,18.32,1.0,0,,,0,0,DRY_RUN,
